HI,mono,trend,first,last,ratio
BPFO_h1,0.22123893805309736,0.8472286911970193,0.0017865863179332246,0.05452685587854706,30.52013513184473
BPFI_h1,0.18584070796460178,0.6818290435592638,0.0014087202486322123,0.041673996207853496,29.582875818483984
BPFI_h2,0.12389380530973451,0.6224863814017537,0.0014212516469687653,0.015100550231704517,10.624825134441203
rms,0.11504424778761062,0.6663251047973918,0.15901361405849457,1.3316091299057007,8.374183165269624
HI_all,0.11504424778761062,0.684485935886272,0.023570219222432038,0.525248592326153,22.284416930835487
kurtosis,0.035398230088495575,0.32200643972378046,4.2487037026741215,4162.259846080716,979.6540632993593
BSF_h1,0.017699115044247787,0.4515866426358316,0.002451362048422872,0.062283444679981516,25.407689041545293
HI_IR,0.017699115044247787,0.5356837650108341,0.006840533959227275,0.1381055369258863,20.189291907454805
crest,0.008849557522123894,0.5673315647718759,6.874985556950689,99.72695029080117,14.505768697937347
