channel,best_HI_by_mono,best_mono,best_trend,BPFI_h1_ratio,BPFO_h1_ratio,BSF_h1_ratio,HI_all_ratio
CH1,HI_IR,0.23863636363636365,0.7261491317671095,18.877789608314092,26.228420017461616,34.47969479785436,26.46549531466765
CH2,HI_IR,0.20454545454545456,0.37475314947225064,18.630615864471324,26.96924852820303,36.792434807744186,28.433592320753302
CH3,HI_all,0.3409090909090909,0.9340823970037455,2.303872906014919,1.8670772507386786,2.255227335970907,2.5667971958439297
CH4,HI_all,0.14772727272727273,0.3564862104187948,1.0501223321196251,1.0335868446094516,1.057243426359518,1.2028709558865913
