feature,coef
lgbm,-2.8204537097243554
lstm,-5.950173738372838
gru,-4.92686187340809
tcn,3.841715336520643
dtw,0.79541971451721
hi_current,23.31025243255829
obs_frac,-41.65136061460205
hi_slope,-0.9785655518987755
hi_gain,-14.657316984311064
