HI,mono,trend,first,last,ratio
BSF_h1,0.44,0.9083674540682416,0.00025321477069251434,0.005771411898534036,22.79255613705831
HI_all,0.4,0.9279850018747658,0.003051424538993595,0.028704957724910274,9.40706786246483
BPFO_h1,0.392,0.8976647919010126,0.00027544902767658155,0.0018402879123286865,6.681047020461489
HI_IR,0.384,0.9300847394075741,0.0009900073627916845,0.011428386359984895,11.543738741714687
BPFI_h1,0.368,0.9199460067491565,0.0002514950545567305,0.0024431652897526222,9.714565896113651
BPFI_h2,0.264,0.929334833145857,0.00024604662670411594,0.0033569218860653844,13.643437901950277
kurtosis,0.12,-0.08099887514060744,3.333055416823425,3.1614341160477006,0.9485093167337023
crest,0.024,0.12114585676790403,5.861209107566652,5.406369822532669,0.9223983862906852
rms,0.016,0.6187536557930259,0.1957537680864334,2.065810441970825,10.553106906469003
