bearing,regime,mon,tred
1,레짐1(저속),0.34375,0.5131993006993006
1,레짐2(고속),0.5,0.41285034373347435
2,레짐1(저속),0.13793103448275862,0.8757451782583286
2,레짐2(고속),0.5925925925925926,0.8414141414141416
3,레짐1(저속),0.8666666666666667,0.9969164353993216
3,레짐2(고속),0.6190476190476191,0.9874660223497432
4,레짐1(저속),0.42028985507246375,0.9253958533811564
4,레짐2(고속),0.3939393939393939,0.9398595258999124
