HI,mono,trend,first,last,ratio
BPFO_h1,0.224,0.5488563929508811,0.0002718264092313687,0.0017338604374980417,6.378557683273833
BSF_h1,0.208,0.5565534308211474,0.00029151371498954795,0.001984827680670785,6.808693971510932
BPFI_h1,0.2,0.5793385826771653,0.0003288324783314525,0.0015557657952975407,4.7311804431866324
HI_all,0.192,0.5873535808023996,0.0031549779701018237,0.023553511705616943,7.4655075000068125
HI_IR,0.168,0.534992125984252,0.0011178806770489533,0.006314555485310054,5.6486847024951725
rms,0.12,0.44237570303712037,0.1493617594242096,0.4325966536998749,2.896301271253372
BPFI_h2,0.112,0.543613048368954,0.00023048547068432667,0.0016479309966729654,7.149825907161623
crest,0.048,0.6157180352455944,6.4705810286987635,25.450062984244123,3.9331959326932666
kurtosis,0.04,0.06874840644919386,4.113483869484542,6.987370135871963,1.6986501849941245
