epoch,train_loss,val_loss,val_score,late_score
0,6.850817424910409,,,0.008142099715769291
1,5.7726713589259555,,,0.13878463208675385
2,2.4733403495379855,,,0.3016074597835541
3,1.6399443575314112,,,0.2807856798171997
4,1.4503774046897888,,,0.35500022768974304
5,1.291999305997576,,,0.30259644985198975
6,1.1460012112345015,,,0.2722198963165283
7,1.5161681473255157,,,0.2826075553894043
8,1.2409246053014482,,,0.3074749708175659
9,0.9901592263153621,,,0.31847694516181946
10,1.017077122415815,,,0.3181540369987488
11,1.0343963163239616,,,0.3138141632080078
12,1.0056803567068917,,,0.3272174894809723
13,0.9804478756019047,,,0.33155357837677
14,1.0234810624803816,,,0.29565858840942383
15,0.9544295583452497,,,0.3402220904827118
16,0.989013454743794,,,0.35879814624786377
17,0.9021497794560024,,,0.35225456953048706
18,0.8514793387481144,,,0.3861235976219177
19,0.8566774896212986,,,0.38185742497444153
20,0.8533819913864136,,,0.35936856269836426
21,0.8269399787698474,,,0.3670141100883484
22,0.8233124230589185,,,0.4181487560272217
23,0.7681025351796832,,,0.4057767391204834
24,0.8435658769948142,,,0.3732277750968933
25,0.8550242611340114,,,0.3930732309818268
26,0.8155214020184108,,,0.4049472212791443
27,0.7471500337123871,,,0.408639520406723
28,0.7532680715833392,,,0.3770614266395569
29,0.7399434489863259,,,0.40135934948921204
30,0.7345014555113656,,,0.4142160415649414
31,0.7660910189151764,,,0.4088432490825653
32,0.6815607036863055,,,0.3883039951324463
33,0.6884484929697854,,,0.415436714887619
34,0.6402666632618222,,,0.4273924231529236
35,0.6139708203928811,,,0.44873693585395813
36,0.6506498157978058,,,0.38198143243789673
37,0.6337806241852897,,,0.3864196538925171
38,0.6229058759553092,,,0.4056299328804016
39,0.6514564560992377,,,0.4065941274166107
40,0.6246177128383091,,,0.37664318084716797
41,0.6117518310035978,,,0.45416346192359924
42,0.6180198873792376,,,0.42050716280937195
43,0.571956489767347,,,0.49037081003189087
44,0.5325294477599007,,,0.45552167296409607
45,0.5315296351909637,,,0.509240984916687
46,0.5058603201593671,,,0.4926149845123291
47,0.5079045636313302,,,0.5217456221580505
48,0.48992092481681276,,,0.49561190605163574
49,0.510265731385776,,,0.5133676528930664
50,0.49498320264475687,,,0.4673841893672943
51,0.5415516815015248,,,0.5193939805030823
52,0.5065593762057168,,,0.5077431797981262
53,0.4564084985426494,,,0.5536999702453613
54,0.49636445726667133,,,0.5563420057296753
55,0.4423168386731829,,,0.5619046092033386
56,0.4431347463812147,,,0.5406209230422974
57,0.4522882401943207,,,0.5123951435089111
58,0.43210469612053465,,,0.5590847730636597
59,0.4393539364848818,,,0.5335299372673035
60,0.41904700653893606,,,0.5788987874984741
61,0.42020162088530405,,,0.5822921991348267
62,0.4727734476327896,,,0.521041989326477
63,0.42270258707659586,,,0.6002411842346191
64,0.42135160735675264,,,0.5683737993240356
65,0.4306662380695343,,,0.5868653655052185
66,0.4052341431379318,,,0.5418028831481934
67,0.393372254712241,,,0.5954622626304626
68,0.41018995004040854,,,0.6010546684265137
69,0.4220939895936421,,,0.5708717703819275
70,0.4031235043491636,,,0.5603147149085999
71,0.3871924600430897,,,0.5698724985122681
72,0.39093418632234844,,,0.602647066116333
73,0.3769415595701763,,,0.618884265422821
74,0.34701739464487347,,,0.5696336030960083
75,0.36168825732810156,,,0.6190277934074402
76,0.34904762570347103,,,0.6361035108566284
77,0.3528973598565374,,,0.5970507264137268
78,0.3489034686769758,,,0.5811845660209656
79,0.3296127957957132,,,0.6282336115837097
80,0.3376034913318498,,,0.6027775406837463
81,0.32632535696029663,,,0.6469517946243286
82,0.3210318940026419,,,0.5857463479042053
83,0.33810960075684954,,,0.5713788270950317
84,0.30232004821300507,,,0.6181809306144714
85,0.3468806413667543,,,0.6507189869880676
86,0.31332824592079433,,,0.6483686566352844
87,0.33635858446359634,,,0.6562491655349731
88,0.33258308683122906,,,0.616803765296936
89,0.3018405501331602,,,0.6446747183799744
90,0.3014465549162456,,,0.642106294631958
91,0.28237685028995785,,,0.6714211106300354
92,0.2819381845848901,,,0.6319577097892761
93,0.2870788020747049,,,0.6442753076553345
94,0.30332385855061667,,,0.6589306592941284
95,0.27189891998256954,,,0.6698859930038452
96,0.290360583790711,,,0.6452389359474182
97,0.3097027359264238,,,0.6396001577377319
98,0.28534611953156336,,,0.6741464138031006
99,0.27627871717725483,,,0.6846914887428284
100,0.29461647995880674,,,0.6881143450737
101,0.2925696149468422,,,0.6264747381210327
102,0.2807174591081483,,,0.6502361297607422
103,0.2865319273301533,,,0.6783895492553711
104,0.2807322378669466,,,0.6855143308639526
105,0.29459732345172335,,,0.6609059572219849
106,0.28600173337118967,,,0.6646265387535095
107,0.28868710568972994,,,0.6664050817489624
108,0.26757040939160753,,,0.6722949147224426
109,0.28766882738896776,,,0.678427517414093
110,0.2943976989814213,,,0.6771734356880188
111,0.29142586993319647,,,0.6748561263084412
112,0.2611475906201771,,,0.6751885414123535
113,0.2608574724623135,,,0.6734702587127686
114,0.283866639648165,,,0.6770350337028503
115,0.26561907891716274,,,0.6749456524848938
116,0.2807121606809752,,,0.6753787994384766
117,0.28341873415878843,,,0.6750721335411072
118,0.28972162306308746,,,0.6745442152023315
119,0.2799377515912056,,,0.674465537071228
