channel,best_HI_by_mono,best_mono,best_trend,BPFI_h1_ratio,BPFO_h1_ratio,BSF_h1_ratio,HI_all_ratio
CH1,kurtosis,0.09558823529411764,-0.3675443836690499,0.8610708829917815,0.7949663190063233,0.9259667112187144,0.9614681171518523
CH2,BPFI_h2,0.09558823529411764,-0.11360072432654432,0.7980390103057667,0.8974602062053784,0.7660367767741525,0.862208789134897
CH3,rms,0.19117647058823528,0.6679485504135008,4.280839369811691,3.68815974612939,2.025128977834587,3.937605287408097
CH4,HI_all,0.16176470588235295,0.38064946702260716,4.455217515984532,2.620378175255071,2.3014987365663564,3.1687968644399405
