bearing,regime,mon,tred
1,레짐1(저속),0.4375,0.9949300699300698
1,레짐2(고속),0.8666666666666667,0.9983077736647276
2,레짐1(저속),0.1724137931034483,0.9625949736995909
2,레짐2(고속),0.5925925925925926,0.9742424242424245
3,레짐1(저속),0.5555555555555556,0.9374653098982423
3,레짐2(고속),0.7619047619047619,0.8843249773482332
4,레짐1(저속),0.21739130434782608,0.9547896072084682
4,레짐2(고속),0.5151515151515151,0.9631654561417512
