epoch,train_loss,val_loss,val_score
0,7.574301147460938,5.782127268993071,0.43678000569343567
1,7.0058635711669925,4.8870881909001485,0.44144555926322937
2,5.649642503261566,2.7636049228863127,0.47850120067596436
3,2.6313140988349915,1.615104834528735,0.2686682939529419
4,1.4721633076667786,1.702627572700055,0.25288379192352295
5,1.3457703351974488,1.6840414931304264,0.255352258682251
6,1.1382889986038207,1.58557751317964,0.2714308798313141
7,1.3228957951068878,1.4691045606223336,0.2929779887199402
8,1.0157214045524596,1.4952617526924523,0.28742706775665283
9,0.9477486252784729,1.472098395772224,0.2922971546649933
10,0.9813652515411377,1.4432269500119843,0.2990490198135376
11,0.9506551265716553,1.4405133419663367,0.2998558580875397
12,1.2019285798072814,1.4905813366827303,0.2888253629207611
13,0.9535257756710053,1.4737920073697166,0.29265516996383667
14,0.9824159264564514,1.4421686786804757,0.30047670006752014
15,1.0016243040561676,1.4756162540756004,0.29245802760124207
16,0.9419255793094635,1.53994611144936,0.279265433549881
17,0.9350109457969665,1.5309141856910538,0.28099989891052246
18,0.9193579316139221,1.5170513843967968,0.28370004892349243
19,0.8877050638198852,1.4885937506265015,0.2895989418029785
20,0.89928218126297,1.4551386920204998,0.297049343585968
21,0.8898915767669677,1.4115224432771223,0.3081049621105194
22,0.9415112257003784,1.4502567792460865,0.30111753940582275
23,0.8884519279003144,1.5130874405812174,0.28491708636283875
24,0.8791927933692932,1.512218183844629,0.28870317339897156
25,0.8599814176559448,1.5318064097940487,0.2852606475353241
26,0.869698703289032,1.5184434365182027,0.28884217143058777
27,0.8853319108486175,1.6218230028222078,0.26908084750175476
28,0.8400516629219055,1.66367892192228,0.2605900466442108
29,0.8207491338253021,1.602698515801534,0.27278202772140503
30,0.8102918803691864,1.6271153079332226,0.26988574862480164
31,0.7938336312770844,1.607158247571792,0.27451446652412415
32,0.7794215261936188,1.6068350424731734,0.2729648947715759
33,0.7927152693271637,1.6034262284745264,0.27312952280044556
34,0.7355443120002747,1.5276983071417705,0.2863568663597107
35,0.7462202608585358,1.55179661642896,0.27789685130119324
36,0.738883888721466,1.6132545340670286,0.27191361784935
37,0.7442959189414978,1.5746623573512057,0.2794322073459625
38,0.7463625311851502,1.5831171030545756,0.2760885953903198
39,0.693125706911087,1.5522991279615974,0.282013863325119
40,0.7137693941593171,1.560282219065367,0.28145092725753784
41,0.710046398639679,1.5937806507096672,0.27591368556022644
42,0.7123442649841308,1.5004868463878214,0.2903633713722229
43,0.6849879264831543,1.5444451666226353,0.2827788293361664
44,0.8453414022922516,1.6431923782738456,0.2661949098110199
45,0.701459389925003,1.5562224666567614,0.27934134006500244
46,0.6830625921487808,1.5247637390220252,0.2844497859477997
47,0.6876330375671387,1.5883733538815574,0.274282842874527
48,0.6791918218135834,1.5826964030300614,0.27514374256134033
49,0.6602562546730042,1.5539664743590529,0.2798001766204834
50,0.6763889729976654,1.5851643564057176,0.27628248929977417
51,0.6658339262008667,1.5629721792945026,0.281083345413208
52,0.6231569677591324,1.510103519815598,0.2879404127597809
53,0.6539592921733857,1.5669175899811905,0.27598124742507935
54,0.6370751142501831,1.6069863147109094,0.268441379070282
55,0.6370020389556885,1.5998642757861283,0.27027231454849243
56,0.6232992231845855,1.5977213121678708,0.2715732455253601
57,0.5799946039915085,1.5573886354474256,0.2788003385066986
58,0.5779044687747955,1.5462767329529254,0.2828233540058136
59,0.5977613925933838,1.5795187697793445,0.27621990442276
60,0.559871432185173,1.5624102380153906,0.27958792448043823
61,0.5419774681329728,1.5619916776671028,0.281780868768692
62,0.5115506142377854,1.6185765605773368,0.2700794041156769
63,0.48738598823547363,1.5824266985385087,0.2782815098762512
64,0.49726079404354095,1.5804063638631445,0.278244286775589
65,0.46655830144882204,1.5761441270800403,0.2784889042377472
66,0.45697685778141023,1.5834026249655841,0.27752938866615295
67,0.423492494225502,1.5931412642889649,0.2757730185985565
68,0.4262362837791443,1.6097681992245416,0.2726680040359497
69,0.4284956753253937,1.6121480725977542,0.2727285921573639
70,0.4048412173986435,1.610130657244773,0.27340757846832275
71,0.40073050260543824,1.5789116838552657,0.28088417649269104
72,0.4684117615222931,1.560021539674188,0.28304970264434814
73,0.43229850232601164,1.6121026094812547,0.27085623145103455
74,0.4022219806909561,1.626544136200508,0.2683107256889343
75,0.3965604603290558,1.6174903229205277,0.27107247710227966
76,0.3914683908224106,1.6043386720392825,0.2743014991283417
77,0.3879833653569221,1.5840079340621502,0.27817434072494507
78,0.3711271345615387,1.5840885212821683,0.27785733342170715
79,0.3674859493970871,1.5708127778812047,0.2796158790588379
80,0.36871582716703416,1.5699118297465526,0.2789170742034912
81,0.37982784807682035,1.582118580811215,0.27519455552101135
82,0.3613920211791992,1.5806997109503642,0.27582183480262756
83,0.40071054697036745,1.5866090041877579,0.27421414852142334
84,0.38036460876464845,1.6007784422296678,0.2714037001132965
85,0.3650194615125656,1.6099185073462716,0.269476979970932
86,0.35138840824365614,1.6057363313480015,0.27071815729141235
87,0.3594853520393372,1.5887334573007847,0.274530291557312
88,0.3462951958179474,1.576143933038642,0.2776670455932617
89,0.3462177276611328,1.5723441778308285,0.28028255701065063
90,0.3552805885672569,1.5685687796042784,0.28183019161224365
91,0.3519866794347763,1.572451996107171,0.281019389629364
92,0.34670646488666534,1.566698870519652,0.2822939455509186
93,0.33356318771839144,1.5728184350215606,0.2811380922794342
94,0.35023784935474395,1.5807383843582041,0.2790960669517517
95,0.3466364085674286,1.5761492217544222,0.27973684668540955
96,0.3684216529130936,1.5759148240959557,0.28004738688468933
97,0.35016322433948516,1.576112741971538,0.2804384231567383
98,0.3498061180114746,1.577459727760649,0.27991437911987305
99,0.34571982324123385,1.5806210093254591,0.2788238227367401
100,0.3619480788707733,1.5784860631845292,0.27897003293037415
101,0.32733468115329745,1.5793580208381597,0.2782524824142456
102,0.36235458254814146,1.5831639940721276,0.27719151973724365
103,0.3317772001028061,1.5838108489113132,0.2775605618953705
104,0.3344530135393143,1.5837516549729953,0.27684077620506287
105,0.3204425975680351,1.5824706832857898,0.2771126627922058
106,0.3503110930323601,1.582762699927727,0.2775115370750427
107,0.3430692568421364,1.5829391871055547,0.2774580717086792
108,0.32915664166212083,1.5817639418762095,0.27800270915031433
109,0.3417582124471664,1.5802395709239654,0.27842381596565247
110,0.36485075354576113,1.5785197663481219,0.2792426347732544
111,0.3436716452240944,1.5780940664945728,0.27976977825164795
112,0.35410076379776,1.57916096527211,0.2794761657714844
113,0.3545809298753738,1.5794495344161987,0.27935791015625
114,0.3185249507427216,1.579345081844469,0.2793808877468109
115,0.32594013661146165,1.5793720875343267,0.27936074137687683
116,0.3284627661108971,1.5792653952201787,0.2794027328491211
117,0.32167346626520155,1.5791937748011011,0.27943676710128784
118,0.3281944841146469,1.579104889048277,0.27946242690086365
119,0.32840787768363955,1.5790936181144992,0.2794658839702606
