channel,best_HI_by_mono,best_mono,best_trend,BPFI_h1_ratio,BPFO_h1_ratio,BSF_h1_ratio,HI_all_ratio
CH1,BSF_h1,0.23008849557522124,0.7621514347623581,2.0584383189192024,2.204536096691113,3.073532042211265,2.5881647169601187
CH2,HI_all,0.2743362831858407,0.811595552945465,2.4729992416859345,2.7729410626245614,3.7860172500978595,3.1842159406434054
CH3,rms,0.3008849557522124,0.8460541503817258,3.8090190105721446,4.375573658978121,4.295054105397356,4.000933033403345
CH4,BPFO_h1,0.22123893805309736,0.8472286911970193,2.810021309959713,3.9986263094687384,2.709253010220328,2.9271915542121816
