channel,best_HI_by_mono,best_mono,best_trend,BPFI_h1_ratio,BPFO_h1_ratio,BSF_h1_ratio,HI_all_ratio
CH1,BPFO_h1,0.224,0.5488563929508811,25.853117215064753,8.017228542407407,20.9670051677136,12.705785736767334
CH2,BSF_h1,0.44,0.9083674540682416,19.684888794871185,5.712910764479727,15.538741120500157,9.11197494764896
CH3,kurtosis,0.056,-0.6528473940757406,1.4105362775454005,1.2545763224740278,1.2550530221522818,1.326606744468084
CH4,BPFI_h2,0.12,0.24676415448068992,1.041412828139402,1.0363989137078922,1.017771062156976,1.1083658376118273
